,locusId,type,scaffoldId,begin,end,length,strand,desc,GC,nTA,pval_raw_rep1,pval_corrected_rep1,n_inserts_rep1,pval_raw_rep2,pval_corrected_rep2,n_inserts_rep2,essentiality
508,HNEAP_RS02570,1,NC_013422.1,543609,544574,965,-,glutathione synthase,0.5776,13,1.24E-12,2.98E-09,4,3.66E-13,8.82E-10,3,essential
509,HNEAP_RS02575,1,NC_013422.1,544571,545920,1349,-,glutamate--cysteine ligase,0.5548,24,7.51E-11,1.81E-07,14,2.60E-10,6.25E-07,14,essential
510,GFF511,7,NC_013422.1,546235,546670,435,+,pilus assembly protein PilG,0.5321,11,0.538064162,1295.658503,17,0.589012897,1418.343055,17,nonessential
511,HNEAP_RS02585,1,NC_013422.1,546745,547107,362,+,response regulator,0.4876,6,0.999989255,2407.974126,32,0.999913136,2407.79083,29,nonessential
512,HNEAP_RS12155,1,NC_013422.1,547127,547642,515,+,CheW protein,0.5446,8,0.999994596,2407.986988,42,0.999997447,2407.993852,42,nonessential
513,HNEAP_RS02595,1,NC_013422.1,547722,549737,2015,+,methyl-accepting chemotaxis sensory transducer,0.5437,33,0.935952932,2253.77466,93,0.972250109,2341.178262,94,nonessential
514,HNEAP_RS02600,1,NC_013422.1,549930,556457,6527,+,signal transduction histidine kinase,0.5363,88,0.29631991,713.5383431,250,0.206765774,497.8919842,238,nonessential
515,HNEAP_RS02605,1,NC_013422.1,556454,557026,572,+,hypothetical protein,0.5689,12,0.922960243,2222.488264,29,0.916390729,2206.668876,28,nonessential
516,HNEAP_RS02610,1,NC_013422.1,557126,557770,644,-,hypothetical protein,0.5643,13,0.790237533,1902.891978,29,0.717907617,1728.721542,27,nonessential
517,HNEAP_RS02615,1,NC_013422.1,557967,559820,1853,-,TonB-dependent receptor,0.5496,50,0.999970386,2407.92869,109,0.999947242,2407.872958,105,nonessential
518,HNEAP_RS02620,1,NC_013422.1,560457,561035,578,+,ADP compounds hydrolase NudE,0.5907,11,0.996510069,2399.596246,36,0.99787437,2402.881482,36,nonessential
519,HNEAP_RS02625,1,NC_013422.1,561069,561890,821,+,3'(2') 5'-bisphosphate nucleotidase,0.5973,15,0.99997539,2407.94074,57,0.999928568,2407.827993,54,nonessential
520,HNEAP_RS02630,1,NC_013422.1,561948,562556,608,+,type 1 glutamine amidotransferase,0.5665,2,5.29E-10,1.27E-06,1,1.09E-09,2.63E-06,1,essential
521,HNEAP_RS02635,1,NC_013422.1,562553,563812,1259,+,MFS transporter,0.5857,21,0.889119886,2141.000685,58,0.904675928,2178.459635,57,nonessential
522,HNEAP_RS02640,1,NC_013422.1,563956,564696,740,+,YebC/PmpR family DNA-binding transcriptional regulator,0.5533,15,0.99975795,2407.417143,49,0.999936607,2407.847349,50,nonessential
523,HNEAP_RS02645,1,NC_013422.1,564707,565264,557,+,crossover junction endodeoxyribonuclease RuvC,0.5914,6,0.974513326,2346.628088,31,0.935045903,2251.590535,28,nonessential
524,HNEAP_RS02650,1,NC_013422.1,565261,565881,620,+,Holliday junction branch migration protein RuvA,0.5845,6,0.421764341,1015.608534,23,0.246173548,592.7859031,20,nonessential
525,HNEAP_RS02655,1,NC_013422.1,565881,566927,1046,+,Holliday junction branch migration DNA helicase RuvB,0.5826,12,0.003479676,8.379060388,25,0.000530388,1.277174039,21,nonessential
526,HNEAP_RS02660,1,NC_013422.1,566924,567334,410,+,tol-pal system-associated acyl-CoA thioesterase,0.5377,8,0.856950766,2063.537444,20,0.763649688,1838.868448,18,nonessential
527,HNEAP_RS02665,1,NC_013422.1,567331,568008,677,+,protein TolQ,0.556,12,3.59E-11,8.64E-08,1,8.07E-11,1.94E-07,1,essential
528,HNEAP_RS02670,1,NC_013422.1,568012,568467,455,+,protein TolR,0.5461,10,9.94E-09,2.39E-05,0,1.75E-08,4.21E-05,0,essential
529,HNEAP_RS02675,1,NC_013422.1,568470,569507,1037,+,protein TolA,0.5684,7,8.88E-14,2.14E-10,4,2.84E-13,6.85E-10,4,essential
530,HNEAP_RS02680,1,NC_013422.1,569547,570884,1337,+,Tol-Pal system beta propeller repeat protein TolB,0.5336,33,1.72E-22,4.14E-19,1,8.76E-22,2.11E-18,1,essential
531,HNEAP_RS02685,1,NC_013422.1,570959,571924,965,+,tol-pal system protein YbgF,0.5259,28,0.999998406,2407.996161,69,0.999992211,2407.981243,65,nonessential
532,HNEAP_RS02690,1,NC_013422.1,571921,572604,683,+,7-carboxy-7-deazaguanine synthase QueE,0.5161,17,0.807692779,1944.924213,31,0.744151694,1791.917279,29,nonessential
533,HNEAP_RS02695,1,NC_013422.1,572588,573295,707,+,7-cyano-7-deazaguanine synthase QueC,0.5169,27,0.973515338,2344.224934,38,0.960484121,2312.845763,36,nonessential
534,HNEAP_RS02700,5,NC_013422.1,573351,573426,75,+,tRNA-Lys,0.5263,2,0.196632872,473.4919558,1,0.210723436,507.4220333,1,nonessential
535,HNEAP_RS02705,2,NC_013422.1,573784,575321,1537,+,16S ribosomal RNA,0.5371,62,9.28E-28,2.23E-24,0,6.26E-27,1.51E-23,0,essential
536,HNEAP_RS02710,5,NC_013422.1,575391,575467,76,+,tRNA-Ile,0.5974,2,0.046059598,110.9115112,0,0.050618223,121.8886806,0,ambiguous
537,HNEAP_RS02715,5,NC_013422.1,575749,575824,75,+,tRNA-Ala,0.6316,0,0.047963187,115.4953544,0,0.052644801,126.7686803,0,ambiguous
538,HNEAP_RS02720,2,NC_013422.1,576038,578936,2898,+,23S ribosomal RNA,0.5336,121,1.07E-51,2.58E-48,0,4.59E-48,1.10E-44,1,essential
539,HNEAP_RS02725,2,NC_013422.1,579028,579143,115,+,5S ribosomal RNA,0.5776,2,0.009492756,22.85855642,0,0.01094994,26.36745594,0,ambiguous
540,HNEAP_RS02730,1,NC_013422.1,579270,579479,209,+,hypothetical protein,0.5762,7,0.032195361,77.5264285,3,0.038405284,92.47992444,3,nonessential
541,HNEAP_RS02735,1,NC_013422.1,579584,580069,485,+,hypothetical protein,0.5021,17,0.13230732,318.5960257,14,0.16232303,390.8738566,14,nonessential
542,HNEAP_RS02740,1,NC_013422.1,580090,580716,626,-,cytochrome c,0.5104,21,0.252054293,606.9467387,21,0.302683173,728.8610811,21,nonessential
543,HNEAP_RS02745,1,NC_013422.1,580753,581355,602,-,purine or other phosphorylase family 1,0.5124,16,0.999801625,2407.522312,42,0.999609821,2407.06045,40,nonessential
544,HNEAP_RS02750,1,NC_013422.1,581371,581889,518,-,adenine phosphoribosyltransferase,0.5491,11,0.935855075,2253.53902,27,0.850926159,2049.030191,24,nonessential
545,HNEAP_RS02755,1,NC_013422.1,582064,582624,560,-,Smr protein/MutS2,0.5472,8,0.365270435,879.571207,20,0.420813681,1013.319345,20,nonessential
546,HNEAP_RS02760,1,NC_013422.1,582732,583496,764,+,5'/3'-nucleotidase SurE,0.5791,12,0.872448249,2100.855383,36,0.443205924,1067.239865,28,nonessential
547,HNEAP_RS02765,1,NC_013422.1,583658,584272,614,+,protein-L-isoaspartate(D-aspartate) O-methyltransferase,0.5561,16,0.994632047,2395.073969,37,0.996697991,2400.048763,37,nonessential
548,HNEAP_RS02770,1,NC_013422.1,584269,584856,587,+,DedA family protein,0.5425,12,0.006934057,16.69720946,12,0.010074103,24.25843888,12,nonessential
549,HNEAP_RS02775,1,NC_013422.1,584866,585666,800,+,hypothetical protein,0.5743,15,0.09059374,218.1497259,24,0.008095428,19.49378951,18,nonessential
550,HNEAP_RS02780,1,NC_013422.1,585700,586635,935,-,WYL domain-containing protein,0.5214,23,1.93E-10,4.64E-07,6,5.11E-10,1.23E-06,6,essential
551,HNEAP_RS02785,1,NC_013422.1,586732,587064,332,+,hypothetical protein,0.5045,8,0.149204161,359.2836208,9,0.175589918,422.8205235,9,nonessential
552,HNEAP_RS02790,1,NC_013422.1,587087,588085,998,-,zinc transporter ZntB,0.5245,22,0.788880006,1899.623055,44,0.905408447,2180.22354,46,nonessential
553,HNEAP_RS02795,1,NC_013422.1,588122,588712,590,-,class I SAM-dependent methyltransferase,0.533,10,0.998406335,2404.162456,38,0.999073381,2405.768702,38,nonessential
554,HNEAP_RS02800,1,NC_013422.1,588783,589244,461,-,Fur family transcriptional regulator,0.539,8,0.988998084,2381.507387,28,0.986962028,2376.604563,27,nonessential
555,HNEAP_RS02805,1,NC_013422.1,589563,590513,950,+,MBL fold metallo-hydrolase,0.5205,20,0.246480237,593.5244105,33,0.198073678,476.9614177,31,nonessential
556,HNEAP_RS02810,1,NC_013422.1,590651,591175,524,+,hypothetical protein,0.5981,10,0.96913515,2333.677442,29,0.978230545,2355.579151,29,nonessential
557,HNEAP_RS02815,1,NC_013422.1,591175,591831,656,+,hypothetical protein,0.5358,19,0.999368255,2406.478759,43,0.990684642,2385.568619,37,nonessential
558,GFF559,7,NC_013422.1,591909,592172,263,+,hypothetical protein,0.5947,5,0.527307414,1269.756252,10,0.567204637,1365.828767,10,nonessential
559,HNEAP_RS02825,1,NC_013422.1,592488,593195,707,+,hypothetical protein,0.5113,15,0.852367796,2052.501653,33,0.849055188,2044.524892,32,nonessential
560,HNEAP_RS02830,1,NC_013422.1,593331,594320,989,+,sulfurtransferase,0.497,28,0.005401484,13.00677402,24,0.005253119,12.64951028,23,nonessential
561,HNEAP_RS02835,1,NC_013422.1,594473,595366,893,-,phosphoribulokinase,0.5201,21,7.46E-15,1.80E-11,1,2.19E-14,5.28E-11,1,essential
562,HNEAP_RS02840,5,NC_013422.1,596032,596107,75,+,tRNA-Ala,0.6316,1,0.047963187,115.4953544,0,0.052644801,126.7686803,0,ambiguous
563,HNEAP_RS02845,5,NC_013422.1,596413,596502,89,-,tRNA-Ser,0.5778,1,0.027206804,65.51398474,0,0.030386115,73.16976501,0,ambiguous
564,HNEAP_RS02850,1,NC_013422.1,596841,597224,383,+,peptidoglycan-associated lipoprotein,0.5312,14,0.014538618,35.00899305,7,0.019101587,45.9966219,7,nonessential
565,HNEAP_RS02855,1,NC_013422.1,597323,600874,3551,-,exodeoxyribonuclease V subunit gamma,0.5611,60,1,2408,226,1,2408,216,nonessential
566,HNEAP_RS02860,1,NC_013422.1,600968,601996,1028,-,GGDEF domain-containing protein,0.5462,25,0.965309753,2324.465885,52,0.942334139,2269.140606,49,nonessential
567,HNEAP_RS02865,1,NC_013422.1,602125,602694,569,-,elongation factor P,0.5175,8,2.41E-09,5.80E-06,1,4.74E-09,1.14E-05,1,essential
568,HNEAP_RS02870,1,NC_013422.1,602767,603915,1148,-,elongation factor P maturation arginine rhamnosyltransferase EarP,0.5753,13,0.971185425,2338.614502,58,0.645991625,1555.547834,46,nonessential
569,HNEAP_RS02875,1,NC_013422.1,603916,605412,1496,-,hypothetical protein,0.5531,31,0.999999999,2407.999999,110,0.999999997,2407.999992,105,nonessential
570,HNEAP_RS02880,1,NC_013422.1,605669,607567,1898,+,ABC transporter ATP-binding protein,0.5793,28,0.999979266,2407.950071,112,0.999976966,2407.944534,109,nonessential
571,HNEAP_RS02885,1,NC_013422.1,607592,607960,368,+,hypothetical protein,0.542,6,0.999999987,2407.999969,39,0.999999994,2407.999986,39,nonessential
572,HNEAP_RS02890,1,NC_013422.1,608062,608937,875,+,RNA polymerase sigma factor RpoH,0.5582,10,1.52E-14,3.65E-11,1,4.36E-14,1.05E-10,1,essential
573,HNEAP_RS02895,1,NC_013422.1,608986,609618,632,-,MarC family protein,0.564,8,0.817741191,1969.120789,29,0.856901745,2063.419402,29,nonessential
574,HNEAP_RS02900,1,NC_013422.1,609765,610328,563,+,phosphatidylethanolamine N-methyltransferase,0.5567,10,0.20606529,496.2052186,18,0.249031474,599.6677886,18,nonessential
575,HNEAP_RS02905,1,NC_013422.1,610397,610816,419,-,biopolymer transporter ExbD,0.4548,19,0.149493505,359.9803592,12,0.115942935,279.1905871,11,nonessential
576,HNEAP_RS02910,1,NC_013422.1,610822,611535,713,-,MotA/TolQ/ExbB proton channel family protein,0.514,20,0.998153393,2403.55337,44,0.996988808,2400.749051,42,nonessential
577,HNEAP_RS12465,1,NC_013422.1,611555,612193,638,-,energy transducer TonB,0.5524,10,0.946573524,2279.349047,33,0.944006346,2273.16728,32,nonessential
578,HNEAP_RS02920,1,NC_013422.1,612638,614902,2264,+,catecholate siderophore receptor Fiu,0.5263,80,0.984761159,2371.30487,110,0.984731708,2371.233953,107,nonessential
579,HNEAP_RS02925,1,NC_013422.1,614994,615671,677,+,Fe2+-dependent dioxygenase,0.5383,14,0.767241356,1847.517186,30,0.623803453,1502.118715,27,nonessential
580,HNEAP_RS12165,1,NC_013422.1,615656,618205,2549,+,hypothetical protein,0.5643,53,0.993647102,2392.702221,126,0.994294677,2394.261581,123,nonessential
581,HNEAP_RS02935,1,NC_013422.1,618276,620030,1754,-,glucan biosynthesis protein D,0.5726,34,0.767013961,1846.969619,75,0.694357982,1672.014021,71,nonessential
582,HNEAP_RS02940,1,NC_013422.1,620062,622176,2114,-,glucans biosynthesis glucosyltransferase MdoH,0.5745,34,0.999186219,2406.040416,113,0.999414971,2406.59125,111,nonessential
583,HNEAP_RS02945,1,NC_013422.1,622173,622466,293,-,hypothetical protein,0.5748,4,0.992786381,2390.629605,20,0.994819824,2395.526136,20,nonessential
584,HNEAP_RS02950,1,NC_013422.1,622463,624070,1607,-,glucan biosynthesis protein G,0.5541,31,0.999999998,2407.999995,114,0.999999981,2407.999955,108,nonessential
585,HNEAP_RS02955,1,NC_013422.1,624563,628069,3506,+,DNA polymerase III subunit alpha,0.578,62,2.17E-62,5.23E-59,0,1.69E-60,4.07E-57,0,essential
586,HNEAP_RS02960,1,NC_013422.1,628185,628421,236,+,DUF465 domain-containing protein,0.3966,6,0.040876694,98.43107826,4,0.049020483,118.0413222,4,nonessential
587,HNEAP_RS02965,1,NC_013422.1,628854,629573,719,-,hypothetical protein,0.5167,23,4.43E-06,0.010674449,8,8.49E-06,0.020437101,8,essential
588,HNEAP_RS02970,1,NC_013422.1,629551,630921,1370,-,sulfite dehydrogenase,0.5208,26,0.062361861,150.167362,43,0.003411123,8.213984686,34,nonessential
589,HNEAP_RS02975,1,NC_013422.1,631283,631774,491,+,molybdenum cofactor biosynthesis protein MoaE,0.5833,4,0.179434547,432.0783902,15,0.033743421,81.25415864,11,nonessential
590,HNEAP_RS02980,1,NC_013422.1,631803,633038,1235,+,molybdopterin molybdenumtransferase MoeA,0.585,21,0.999016377,2405.631435,71,0.904901512,2179.002841,56,nonessential
591,HNEAP_RS02985,1,NC_013422.1,633026,633514,488,+,cyclic pyranopterin monophosphate synthase MoaC,0.5746,9,0.964909931,2323.503114,27,0.745445214,1795.032075,21,nonessential
592,HNEAP_RS02990,1,NC_013422.1,634043,635029,986,+,GTP 3' 8-cyclase MoaA,0.5613,17,0.404051903,972.9569832,37,0.036678198,88.32110154,27,nonessential
593,HNEAP_RS02995,1,NC_013422.1,635192,636610,1418,-,protoporphyrinogen oxidase,0.5666,25,2.04E-22,4.91E-19,2,1.12E-21,2.69E-18,2,essential
594,HNEAP_RS03000,1,NC_013422.1,636735,637685,950,+,complex I NDUFA9 subunit family protein,0.5563,21,0.998357318,2404.044423,56,0.998636613,2404.716965,55,nonessential
595,HNEAP_RS03005,1,NC_013422.1,637943,638485,542,+,membrane protein,0.5138,11,0.424681249,1022.632448,20,0.481280395,1158.923191,20,nonessential
596,HNEAP_RS03010,1,NC_013422.1,638544,639821,1277,+,membrane protein,0.5618,30,0.917468772,2209.264803,60,0.946908309,2280.155208,60,nonessential
597,HNEAP_RS03015,1,NC_013422.1,639959,641236,1277,-,pyridine nucleotide-disulfide oxidoreductase,0.5274,32,0.951292896,2290.713293,62,0.885762053,2132.915023,57,nonessential
598,HNEAP_RS03020,1,NC_013422.1,641228,641461,233,+,hypothetical protein,0.4829,5,0.179681373,432.672745,6,0.204231737,491.7900236,6,nonessential
599,HNEAP_RS03025,1,NC_013422.1,641526,642506,980,-,50S ribosomal protein L3 N(5)-glutamine methyltransferase,0.5596,24,0.99999999,2407.999976,77,0.999999881,2407.999714,72,nonessential
600,HNEAP_RS03030,1,NC_013422.1,642601,643512,911,+,phosphatidylserine decarboxylase,0.5735,18,3.67E-15,8.84E-12,1,1.10E-14,2.66E-11,1,essential
601,HNEAP_RS03035,1,NC_013422.1,643647,645275,1628,+,hypothetical protein,0.5285,36,0.945938276,2277.819369,77,0.947596767,2281.813014,75,nonessential
602,HNEAP_RS03040,1,NC_013422.1,645268,647349,2081,+,diguanylate cyclase,0.5264,40,0.783088819,1885.677875,89,0.857266204,2064.297018,89,nonessential
603,HNEAP_RS03045,1,NC_013422.1,647365,647769,404,+,dihydroneopterin aldolase,0.5383,9,7.27E-05,0.175038037,3,1.91E-05,0.046056881,2,ambiguous
604,HNEAP_RS03050,1,NC_013422.1,647796,648992,1196,+,SAM-dependent methyltransferase,0.5906,20,4.65E-20,1.12E-16,1,4.07E-21,9.81E-18,0,essential
605,HNEAP_RS03055,1,NC_013422.1,649140,649949,809,+,TatD family deoxyribonuclease,0.5765,16,0.327141007,787.7555449,29,0.391933395,943.7756162,29,nonessential
606,HNEAP_RS03060,1,NC_013422.1,649968,650939,971,+,thiamine-phosphate kinase,0.5916,18,8.36E-18,2.01E-14,0,2.79E-17,6.72E-14,0,essential
607,HNEAP_RS03065,1,NC_013422.1,650943,651485,542,+,phosphatidylglycerophosphatase A,0.5672,5,0.054791271,131.9373807,14,0.111846863,269.3272466,15,nonessential
608,HNEAP_RS03070,1,NC_013422.1,651557,652030,473,+,hypothetical protein,0.5612,6,0.938149652,2259.064361,25,0.953632951,2296.348146,25,nonessential
609,HNEAP_RS03075,1,NC_013422.1,652259,652585,326,-,hypothetical protein,0.4862,9,0.998511315,2404.415245,24,0.997897853,2402.938029,23,nonessential
610,HNEAP_RS03080,1,NC_013422.1,652749,654206,1457,+,IMP dehydrogenase,0.5761,27,2.37E-26,5.70E-23,0,1.45E-25,3.48E-22,0,essential
611,HNEAP_RS03085,1,NC_013422.1,654431,656017,1586,+,glutamine-hydrolyzing GMP synthase,0.5841,21,1.28E-28,3.07E-25,0,9.14E-28,2.20E-24,0,essential
612,HNEAP_RS12470,1,NC_013422.1,656235,656378,143,-,DUF3096 domain-containing protein,0.4375,8,0.659354296,1587.725145,6,0.686841631,1653.914647,6,nonessential
613,HNEAP_RS03090,1,NC_013422.1,656645,657106,461,+,nucleoside deaminase,0.5931,6,1.56E-07,0.000376538,1,1.38E-08,3.33E-05,0,essential
614,HNEAP_RS03095,1,NC_013422.1,657394,658848,1454,+,type I restriction-modification protein subunit M,0.5533,27,1,2408,112,1,2408,109,nonessential
615,HNEAP_RS12170,1,NC_013422.1,658845,660050,1205,+,restriction modification system DNA specificity domain-containing protein,0.495,34,0.107147536,258.0112673,39,0.022596214,54.41168387,33,nonessential
616,HNEAP_RS03110,1,NC_013422.1,660063,661481,1418,+,hypothetical protein,0.5215,38,0.999842001,2407.619539,84,0.999758221,2407.417797,81,nonessential
617,HNEAP_RS03115,1,NC_013422.1,661782,664133,2351,+,restriction endonuclease subunit R,0.5574,43,0.899438558,2165.848048,105,0.832984378,2005.826383,99,nonessential
618,HNEAP_RS03120,5,NC_013422.1,664507,664583,76,-,tRNA-Arg,0.6104,3,0.999991166,2407.978728,12,0.999332885,2406.393587,9,nonessential
619,HNEAP_RS12475,1,NC_013422.1,664629,664817,188,-,CPXCG motif-containing cysteine-rich protein,0.5661,4,0.37935725,913.4922582,6,0.411514603,990.9271632,6,nonessential
620,HNEAP_RS03130,1,NC_013422.1,664969,666234,1265,-,isocitrate dehydrogenase (NADP(+)),0.5735,23,3.01E-21,7.24E-18,1,2.71E-22,6.53E-19,0,essential
621,HNEAP_RS03135,1,NC_013422.1,666614,666904,290,+,co-chaperone GroES,0.5464,4,7.93E-06,0.019105902,0,1.14E-05,0.027388255,0,essential
622,HNEAP_RS03140,1,NC_013422.1,666956,668590,1634,+,chaperonin GroEL,0.5511,25,1.83E-29,4.40E-26,0,1.39E-28,3.34E-25,0,essential
623,HNEAP_RS03145,1,NC_013422.1,668711,671287,2576,-,DUF3417 domain-containing protein,0.5452,53,0.999917208,2407.800637,141,0.999862872,2407.669795,136,nonessential
624,HNEAP_RS03150,1,NC_013422.1,671632,672495,863,+,flagellin,0.5162,24,0.999489666,2406.771116,54,0.998758647,2405.010822,51,nonessential
625,HNEAP_RS03155,1,NC_013422.1,672599,673006,407,+,flagellar protein FlaG,0.5074,8,0.805562745,1939.79509,19,0.89033931,2143.937058,20,nonessential
626,HNEAP_RS03160,1,NC_013422.1,673053,674459,1406,+,flagellar hook-associated 2 domain-containing protein,0.4989,48,0.784304065,1888.604189,61,0.900912888,2169.398233,63,nonessential
627,HNEAP_RS03165,1,NC_013422.1,674545,674991,446,+,flagellar export chaperone FliS,0.5459,8,0.30619501,737.3175847,15,0.352507207,848.8373553,15,nonessential
628,HNEAP_RS03170,1,NC_013422.1,675015,675380,365,+,hypothetical protein,0.582,5,0.999926078,2407.821996,30,0.999982618,2407.958144,31,nonessential
629,HNEAP_RS03175,1,NC_013422.1,675468,678083,2615,-,hypothetical protein,0.5428,45,0.999999995,2407.999987,165,0.999999991,2407.999978,160,nonessential
630,HNEAP_RS03180,1,NC_013422.1,678371,679375,1004,+,NAD-dependent dehydratase,0.5562,24,0.992166066,2389.135886,55,0.995650405,2397.526174,55,nonessential
631,HNEAP_RS03185,1,NC_013422.1,679368,680522,1154,+,aminotransferase DegT,0.5983,18,0.875816042,2108.965029,53,0.914606028,2202.371315,53,nonessential
632,HNEAP_RS03190,1,NC_013422.1,680522,681700,1178,+,UDP-N-acetylglucosamine 2-epimerase (hydrolyzing),0.609,12,0.175973927,423.7452153,40,0.115101806,277.1651491,37,nonessential
633,HNEAP_RS03195,1,NC_013422.1,681767,682846,1079,+,N-acetylneuraminate synthase,0.6019,10,0.551354212,1327.660942,43,0.382018541,919.9006468,39,nonessential
634,HNEAP_RS03200,1,NC_013422.1,682839,683474,635,+,sugar O-acyltransferase  sialic acid O-acetyltransferase NeuD family,0.6053,13,0.299046029,720.1028382,22,0.434894216,1047.225272,23,nonessential
635,HNEAP_RS03205,1,NC_013422.1,683486,684547,1061,+,alcohol dehydrogenase,0.5847,21,0.113324336,272.8850014,34,0.11842933,285.1778264,33,nonessential
636,HNEAP_RS03210,1,NC_013422.1,684540,685226,686,+,acylneuraminate cytidylyltransferase family protein,0.6114,10,0.178567565,429.9906959,22,0.165121083,397.611569,21,nonessential
637,HNEAP_RS03215,1,NC_013422.1,685312,687018,1706,-,proline--tRNA ligase,0.5934,24,9.89E-31,2.38E-27,0,8.22E-30,1.98E-26,0,essential
638,HNEAP_RS03220,1,NC_013422.1,687242,687709,467,-,DUF4124 domain-containing protein,0.5085,10,0.325015736,782.6378919,16,0.373604111,899.6386991,16,nonessential
639,HNEAP_RS03225,1,NC_013422.1,687958,688896,938,+,LysR family transcriptional regulator,0.5016,24,0.766456129,1845.626358,41,0.171003911,411.7774179,30,nonessential
640,HNEAP_RS03230,1,NC_013422.1,689375,689944,569,-,DUF302 domain-containing protein,0.5105,17,0.05774469,139.0492132,15,0.026787713,64.5048132,13,nonessential
