,Locus Id,NCBI Accession number,NCBI gi number,First base pair in the CDS,Last base pair in the CDS,Gene length,Direction of CDS,Gene description,Fraction GC,Number of TA pairs,Uncorrected replicate 1 p value,Bonferroni corrected replicate 1 p value,Number of transposon insertions seen in replicate 1,Uncorrected replicate 2 p value,Bonferroni corrected replicate 2 p value,Number of transposon insertions seen in replicate 2,Is the gene essential?
474,HNEAP_RS02495,WP_081441176.1,1174219995.0,530296,530964,668.0,-,nucleotidyltransferase family protein,0.5575,11,0.5890140299515516,1418.3457841233362,27.0,0.7194855735573056,1732.521261125992,28.0,nonessential
475,HNEAP_RS02500,WP_012823389.1,502585608.0,531017,532501,1484.0,-,TolC family type I secretion outer membrane protein,0.5495,27,0.6420297650757014,1546.007674302289,61.0,0.5813140547076001,1399.804243735901,58.0,nonessential
476,HNEAP_RS02505,WP_012823390.1,502585609.0,532762,533427,665.0,-,protein-L-isoaspartate O-methyltransferase,0.5465,10,8.168465393543358e-10,1.9669664667652406e-06,2.0,1.2705052863272414e-10,3.059376729475997e-07,1.0,essential
477,HNEAP_RS02510,WP_012823391.1,502585610.0,533871,535760,1889.0,+,phosphomethylpyrimidine synthase ThiC,0.563,36,7.286475421080251e-20,1.7545832813961247e-16,12.0,8.212723643469352e-20,1.9776238533474198e-16,11.0,essential
478,HNEAP_RS02515,WP_012823392.1,502585611.0,535846,536322,476.0,+,peroxiredoxin,0.5283,16,0.9945029671709965,2394.7631449477594,30.0,0.9964223317503036,2399.384974854731,30.0,nonessential
479,HNEAP_RS12145,WP_049772446.1,908628413.0,536333,537073,740.0,-,hypothetical protein,0.5776,23,0.4461711651775254,1074.3801657474812,28.0,0.43649990363185354,1051.0917679455033,27.0,nonessential
480,HNEAP_RS02525,WP_012823394.1,502585613.0,537148,538068,920.0,+,hypothetical protein,0.5603,14,0.3756889612978584,904.659018805243,34.0,0.44789008806229713,1078.5193320540116,34.0,nonessential
481,HNEAP_RS02530,WP_012823395.1,502585614.0,538079,538684,605.0,-,cation transporter,0.5479,11,0.9081294299821485,2186.7756673970134,30.0,0.9020109579566388,2172.042386759586,29.0,nonessential
482,HNEAP_RS02535,WP_012823396.1,502585615.0,538677,539000,323.0,-,DUF1244 domain-containing protein,0.5494,7,0.6958736030997016,1675.6636362640813,14.0,0.7344245161528273,1768.4942348960083,14.0,nonessential
483,HNEAP_RS02540,WP_012823397.1,502585616.0,539041,539262,221.0,-,BolA family transcriptional regulator,0.5495,2,0.4840546450311275,1165.603585234955,8.0,0.5207136499949234,1253.8784691877756,8.0,nonessential
484,HNEAP_RS02545,WP_012823398.1,502585617.0,539350,540474,1124.0,-,ribonuclease D,0.5742,18,0.971961005957454,2340.4821023455493,57.0,0.9832720446439781,2367.719083502699,57.0,nonessential
485,HNEAP_RS02550,WP_012823399.1,502585618.0,540479,541078,599.0,-,peptidyl-prolyl cis-trans isomerase,0.5333,15,0.40662172105192834,979.1451042930435,22.0,0.38153754515763716,918.7424087395902,21.0,nonessential
486,HNEAP_RS02555,WP_012823400.1,502585619.0,541071,541487,416.0,-,RNA polymerase-binding protein DksA,0.5492,6,0.8917787000440851,2147.403109706157,21.0,0.87178352545397,2099.25472929316,20.0,nonessential
487,HNEAP_RS12150,WP_012823401.1,502585620.0,541662,542414,752.0,-,energy transducer TonB,0.5657,11,0.9998060947817746,2407.5330762345134,50.0,0.9998251209716404,2407.57889129971,49.0,nonessential
488,HNEAP_RS02565,WP_081441087.1,1174219906.0,542470,543570,1100.0,-,FAD:protein FMN transferase,0.5777,19,2.3997364358781892e-11,5.7785653375946796e-08,8.0,3.666363917612786e-10,8.828604313611588e-07,9.0,essential
489,HNEAP_RS02570,WP_012823403.1,502585622.0,543609,544574,965.0,-,glutathione synthase,0.5776,13,1.237821450497027e-12,2.980674052796841e-09,4.0,3.6623676439375556e-13,8.818981286601634e-10,3.0,essential
490,HNEAP_RS02575,WP_012823404.1,502585623.0,544571,545920,1349.0,-,glutamate--cysteine ligase,0.5548,24,7.506813815491722e-11,1.8076407667704066e-07,14.0,2.5960609194794737e-10,6.251314694106573e-07,14.0,essential
491,HNEAP_RS02585,WP_012823405.1,502585624.0,546745,547107,362.0,+,response regulator,0.4876,6,0.999989254802423,2407.9741255642343,32.0,0.9999131355225419,2407.790830338281,29.0,nonessential
492,HNEAP_RS12155,WP_012823406.1,502585625.0,547127,547642,515.0,+,CheW protein,0.5446,8,0.9999945964161147,2407.986988170004,42.0,0.9999974467572836,2407.993851791539,42.0,nonessential
493,HNEAP_RS02595,WP_012823407.1,502585626.0,547722,549737,2015.0,+,methyl-accepting chemotaxis sensory transducer,0.5437,33,0.9359529320159339,2253.774660294369,93.0,0.9722501089390557,2341.178262325246,94.0,nonessential
494,HNEAP_RS02600,WP_012823408.1,502585627.0,549930,556457,6527.0,+,signal transduction histidine kinase,0.5363,88,0.2963199099072342,713.53834305662,250.0,0.2067657741727992,497.8919842081005,238.0,nonessential
495,HNEAP_RS02605,WP_012823409.1,502585628.0,556454,557026,572.0,+,hypothetical protein,0.5689,12,0.9229602425345581,2222.488264023216,29.0,0.9163907292485985,2206.668876030625,28.0,nonessential
496,HNEAP_RS02610,WP_012823410.1,502585629.0,557126,557770,644.0,-,hypothetical protein,0.5643,13,0.7902375325033351,1902.891978268031,29.0,0.7179076170465137,1728.721541848005,27.0,nonessential
497,HNEAP_RS02615,WP_012823411.1,502585630.0,557967,559820,1853.0,-,TonB-dependent receptor,0.5496,50,0.9999703860273514,2407.928689553862,109.0,0.9999472417943551,2407.8729582408073,105.0,nonessential
498,HNEAP_RS02620,WP_012823414.1,502585634.0,560457,561035,578.0,+,ADP compounds hydrolase NudE,0.5907,11,0.9965100689222789,2399.5962459648476,36.0,0.9978743695656307,2402.881481914039,36.0,nonessential
499,HNEAP_RS02625,WP_012823415.1,502585635.0,561069,561890,821.0,+,3'(2') 5'-bisphosphate nucleotidase,0.5973,15,0.9999753903313578,2407.94073991791,57.0,0.9999285684182395,2407.8279927511207,54.0,nonessential
500,HNEAP_RS02630,WP_012823416.1,502585636.0,561948,562556,608.0,+,type 1 glutamine amidotransferase,0.5665,2,5.292563977549742e-10,1.274449405793978e-06,1.0,1.0921936138957708e-09,2.6300022222610158e-06,1.0,essential
501,HNEAP_RS02635,WP_012823417.1,502585637.0,562553,563812,1259.0,+,MFS transporter,0.5857,21,0.8891198858787371,2141.000685195999,58.0,0.9046759283512176,2178.459635469732,57.0,nonessential
502,HNEAP_RS02640,WP_012823418.1,502585638.0,563956,564696,740.0,+,YebC/PmpR family DNA-binding transcriptional regulator,0.5533,15,0.9997579497757614,2407.4171430600336,49.0,0.9999366066521511,2407.84734881838,50.0,nonessential
503,HNEAP_RS02645,WP_041600606.1,753844989.0,564707,565264,557.0,+,crossover junction endodeoxyribonuclease RuvC,0.5914,6,0.9745133256615544,2346.628088193023,31.0,0.9350459031104166,2251.590534689883,28.0,nonessential
504,HNEAP_RS02650,WP_012823420.1,502585640.0,565261,565881,620.0,+,Holliday junction branch migration protein RuvA,0.5845,6,0.42176434125823653,1015.6085337498336,23.0,0.24617354778114414,592.785903056995,20.0,nonessential
505,HNEAP_RS02655,WP_012823421.1,502585641.0,565881,566927,1046.0,+,Holliday junction branch migration DNA helicase RuvB,0.5826,12,0.0034796762410119024,8.379060388356661,25.0,0.000530387889862244,1.2771740387882835,21.0,nonessential
506,HNEAP_RS02660,WP_012823422.1,502585642.0,566924,567334,410.0,+,tol-pal system-associated acyl-CoA thioesterase,0.5377,8,0.8569507659224282,2063.5374443412074,20.0,0.7636496875092793,1838.8684475223445,18.0,nonessential
507,HNEAP_RS02665,WP_012823423.1,502585643.0,567331,568008,677.0,+,protein TolQ,0.556,12,3.5899564563737986e-11,8.644615146948107e-08,1.0,8.070150261567408e-11,1.9432921829854318e-07,1.0,essential
508,HNEAP_RS02670,WP_012823424.1,502585644.0,568012,568467,455.0,+,protein TolR,0.5461,10,9.942800702246827e-09,2.394226409101036e-05,0.0,1.749403347324346e-08,4.212563260357025e-05,0.0,essential
509,HNEAP_RS02675,WP_012823425.1,502585645.0,568470,569507,1037.0,+,protein TolA,0.5684,7,8.878470916077357e-14,2.1379357965914275e-10,4.0,2.8430037184559326e-13,6.845952954041886e-10,4.0,essential
510,HNEAP_RS02680,WP_081441088.1,1174219907.0,569547,570884,1337.0,+,Tol-Pal system beta propeller repeat protein TolB,0.5336,33,1.718545565448131e-22,4.1382577215990995e-19,1.0,8.763079237458379e-22,2.1101494803799775e-18,1.0,essential
511,HNEAP_RS02685,WP_012823427.1,502585647.0,570959,571924,965.0,+,tol-pal system protein YbgF,0.5259,28,0.9999984055643453,2407.9961605989433,69.0,0.9999922106297529,2407.9812431964447,65.0,nonessential
512,HNEAP_RS02690,WP_012823428.1,502585648.0,571921,572604,683.0,+,7-carboxy-7-deazaguanine synthase QueE,0.5161,17,0.8076927793894471,1944.9242127697885,31.0,0.7441516937509267,1791.9172785522314,29.0,nonessential
513,HNEAP_RS02695,WP_012823429.1,502585649.0,572588,573295,707.0,+,7-cyano-7-deazaguanine synthase QueC,0.5169,27,0.9735153378374038,2344.2249335124684,38.0,0.9604841206840042,2312.845762607082,36.0,nonessential
514,HNEAP_RS02730,WP_012823430.1,502585650.0,579270,579479,209.0,+,hypothetical protein,0.5762,7,0.03219536067406446,77.52642850314723,3.0,0.03840528423436152,92.47992443634254,3.0,nonessential
515,HNEAP_RS02735,WP_041600339.1,753844722.0,579584,580069,485.0,+,hypothetical protein,0.5021,17,0.13230731962578704,318.5960256588952,14.0,0.16232303013952343,390.8738565759724,14.0,nonessential
516,HNEAP_RS02740,WP_012823432.1,502585652.0,580090,580716,626.0,-,cytochrome c,0.5104,21,0.25205429347660074,606.9467386916546,21.0,0.30268317322473787,728.8610811251688,21.0,nonessential
517,HNEAP_RS02745,WP_012823433.1,502585653.0,580753,581355,602.0,-,purine or other phosphorylase family 1,0.5124,16,0.9998016247881165,2407.522312489785,42.0,0.9996098214546152,2407.0604500627132,40.0,nonessential
518,HNEAP_RS02750,WP_012823434.1,502585654.0,581371,581889,518.0,-,adenine phosphoribosyltransferase,0.5491,11,0.9358550749414277,2253.539020458958,27.0,0.8509261590821796,2049.0301910698886,24.0,nonessential
519,HNEAP_RS02755,WP_012823435.1,502585655.0,582064,582624,560.0,-,Smr protein/MutS2,0.5472,8,0.365270434795003,879.5712069863672,20.0,0.4208136812897085,1013.319344545618,20.0,nonessential
520,HNEAP_RS02760,WP_012823436.1,502585656.0,582732,583496,764.0,+,5'/3'-nucleotidase SurE,0.5791,12,0.8724482487312734,2100.855382944906,36.0,0.44320592406372,1067.2398651454378,28.0,nonessential
521,HNEAP_RS02765,WP_041600612.1,753844995.0,583658,584272,614.0,+,protein-L-isoaspartate(D-aspartate) O-methyltransferase,0.5561,16,0.9946320468236641,2395.0739687513833,37.0,0.9966979913050409,2400.0487630625385,37.0,nonessential
522,HNEAP_RS02770,WP_012823438.1,502585658.0,584269,584856,587.0,+,DedA family protein,0.5425,12,0.006934057086643277,16.697209464637012,12.0,0.010074102523069412,24.258438875551146,12.0,nonessential
523,HNEAP_RS02775,WP_049772449.1,908628416.0,584866,585666,800.0,+,hypothetical protein,0.5743,15,0.09059373999629,218.14972591106633,24.0,0.008095427537457348,19.493789510197296,18.0,nonessential
524,HNEAP_RS02780,WP_081441089.1,1174219908.0,585700,586635,935.0,-,WYL domain-containing protein,0.5214,23,1.926579353847474e-10,4.639203084064718e-07,6.0,5.113027014735612e-10,1.2312169051483354e-06,6.0,essential
525,HNEAP_RS02785,WP_012823441.1,502585661.0,586732,587064,332.0,+,hypothetical protein,0.5045,8,0.14920416145619653,359.2836207865212,9.0,0.17558991839403765,422.82052349284265,9.0,nonessential
526,HNEAP_RS02790,WP_081441090.1,1174219909.0,587087,588085,998.0,-,zinc transporter ZntB,0.5245,22,0.78888000626766,1899.6230550925252,44.0,0.9054084466885548,2180.22353962604,46.0,nonessential
527,HNEAP_RS02795,WP_012823443.1,502585663.0,588122,588712,590.0,-,class I SAM-dependent methyltransferase,0.533,10,0.9984063354642584,2404.1624557979344,38.0,0.9990733814133423,2405.7687024433285,38.0,nonessential
528,HNEAP_RS02800,WP_012823444.1,502585664.0,588783,589244,461.0,-,Fur family transcriptional regulator,0.539,8,0.9889980843701409,2381.5073871632994,28.0,0.9869620280153665,2376.6045634610023,27.0,nonessential
529,HNEAP_RS02805,WP_012823445.1,502585665.0,589563,590513,950.0,+,MBL fold metallo-hydrolase,0.5205,20,0.2464802369366504,593.5244105434541,33.0,0.19807367845314697,476.9614177151779,31.0,nonessential
530,HNEAP_RS02810,WP_012823446.1,502585666.0,590651,591175,524.0,+,hypothetical protein,0.5981,10,0.9691351504720538,2333.6774423367056,29.0,0.9782305445358316,2355.5791512422825,29.0,nonessential
531,HNEAP_RS02815,WP_012823447.1,502585667.0,591175,591831,656.0,+,hypothetical protein,0.5358,19,0.999368255246479,2406.4787586335215,43.0,0.9906846422576251,2385.5686185563613,37.0,nonessential
532,HNEAP_RS02825,WP_012823449.1,502585669.0,592488,593195,707.0,+,hypothetical protein,0.5113,15,0.8523677962626262,2052.501653400404,33.0,0.8490551877885593,2044.5248921948507,32.0,nonessential
533,HNEAP_RS02830,WP_012823450.1,502585670.0,593331,594320,989.0,+,sulfurtransferase,0.497,28,0.00540148422559083,13.006774015222717,24.0,0.0052531188888022325,12.649510284235776,23.0,nonessential
534,HNEAP_RS02835,WP_012823451.1,502585671.0,594473,595366,893.0,-,phosphoribulokinase,0.5201,21,7.459797038138358e-15,1.7963191267837168e-11,1.0,2.1922713719523837e-14,5.27898946366134e-11,1.0,essential
535,HNEAP_RS02850,WP_012823452.1,502585672.0,596841,597224,383.0,+,peptidoglycan-associated lipoprotein,0.5312,14,0.01453861837714161,35.008993052156995,7.0,0.019101587169478053,45.99662190410315,7.0,nonessential
536,HNEAP_RS02855,WP_012823453.1,502585673.0,597323,600874,3551.0,-,exodeoxyribonuclease V subunit gamma,0.5611,60,0.9999999999944492,2407.9999999866336,226.0,0.9999999999421376,2407.9999998606672,216.0,nonessential
537,HNEAP_RS02860,WP_012823454.1,502585674.0,600968,601996,1028.0,-,GGDEF domain-containing protein,0.5462,25,0.9653097530074795,2324.4658852420107,52.0,0.9423341387298705,2269.140606061528,49.0,nonessential
538,HNEAP_RS02865,WP_012823455.1,502585675.0,602125,602694,569.0,-,elongation factor P,0.5175,8,2.4095748291726248e-09,5.802256188647681e-06,1.0,4.737797420472084e-09,1.1408616188496777e-05,1.0,essential
539,HNEAP_RS02870,WP_012823456.1,502585676.0,602767,603915,1148.0,-,elongation factor P maturation arginine rhamnosyltransferase EarP,0.5753,13,0.9711854245791363,2338.61450238656,58.0,0.645991625262774,1555.5478336327596,46.0,nonessential
540,HNEAP_RS02875,WP_012823457.1,502585677.0,603916,605412,1496.0,-,hypothetical protein,0.5531,31,0.9999999994342447,2407.999998637661,110.0,0.9999999968500047,2407.9999924148115,105.0,nonessential
541,HNEAP_RS02880,WP_012823458.1,502585678.0,605669,607567,1898.0,+,ABC transporter ATP-binding protein,0.5793,28,0.999979265507339,2407.9500713416724,112.0,0.99997696595436,2407.944534018099,109.0,nonessential
542,HNEAP_RS02885,WP_012823459.1,502585679.0,607592,607960,368.0,+,hypothetical protein,0.542,6,0.9999999869271717,2407.9999685206294,39.0,0.9999999942912661,2407.9999862533687,39.0,nonessential
543,HNEAP_RS02890,WP_012823460.1,502585680.0,608062,608937,875.0,+,RNA polymerase sigma factor RpoH,0.5582,10,1.516007324761285e-14,3.650545638025174e-11,1.0,4.3568098733169186e-14,1.049119817494714e-10,1.0,essential
544,HNEAP_RS02895,WP_041600623.1,753845006.0,608986,609618,632.0,-,MarC family protein,0.564,8,0.8177411914583086,1969.120789031607,29.0,0.8569017451616476,2063.4194023492473,29.0,nonessential
545,HNEAP_RS02900,WP_012823462.1,502585682.0,609765,610328,563.0,+,phosphatidylethanolamine N-methyltransferase,0.5567,10,0.20606529010165633,496.2052185647885,18.0,0.24903147365658457,599.6677885650556,18.0,nonessential
546,HNEAP_RS02905,WP_012823463.1,502585683.0,610397,610816,419.0,-,biopolymer transporter ExbD,0.4548,19,0.14949350466132322,359.9803592244663,12.0,0.1159429348403104,279.19058709546744,11.0,nonessential
547,HNEAP_RS02910,WP_012823464.1,502585684.0,610822,611535,713.0,-,MotA/TolQ/ExbB proton channel family protein,0.514,20,0.9981533928872748,2403.5533700725578,44.0,0.9969888084678151,2400.749050790499,42.0,nonessential
548,HNEAP_RS12465,WP_081441091.1,1174219910.0,611555,612193,638.0,-,energy transducer TonB,0.5524,10,0.946573524331905,2279.3490465912273,33.0,0.9440063456059452,2273.167280219116,32.0,nonessential
549,HNEAP_RS02920,WP_012823466.1,502585687.0,612638,614902,2264.0,+,catecholate siderophore receptor Fiu,0.5263,80,0.984761158660153,2371.3048700536483,110.0,0.984731708180289,2371.233953298136,107.0,nonessential
550,HNEAP_RS02925,WP_012823467.1,502585688.0,614994,615671,677.0,+,Fe2+-dependent dioxygenase,0.5383,14,0.7672413561183227,1847.517185532921,30.0,0.6238034532678476,1502.118715468977,27.0,nonessential
551,HNEAP_RS12165,WP_081441092.1,1174219911.0,615656,618205,2549.0,+,hypothetical protein,0.5643,53,0.9936471018371613,2392.7022212238844,126.0,0.9942946766737547,2394.2615814304013,123.0,nonessential
552,HNEAP_RS02935,WP_012823469.1,502585690.0,618276,620030,1754.0,-,glucan biosynthesis protein D,0.5726,34,0.7670139613576038,1846.9696189491099,75.0,0.6943579823008252,1672.0140213803872,71.0,nonessential
553,HNEAP_RS02940,WP_012823470.1,502585691.0,620062,622176,2114.0,-,glucans biosynthesis glucosyltransferase MdoH,0.5745,34,0.9991862193043174,2406.040416084796,113.0,0.9994149707815334,2406.5912496419323,111.0,nonessential
554,HNEAP_RS02945,WP_012823471.1,502585692.0,622173,622466,293.0,-,hypothetical protein,0.5748,4,0.9927863806616998,2390.629604633373,20.0,0.9948198238202448,2395.5261357591494,20.0,nonessential
555,HNEAP_RS02950,WP_012823472.1,502585693.0,622463,624070,1607.0,-,glucan biosynthesis protein G,0.5541,31,0.999999997810027,2407.999994726545,114.0,0.9999999811335063,2407.999954569483,108.0,nonessential
556,HNEAP_RS02955,WP_012823473.1,502585694.0,624563,628069,3506.0,+,DNA polymerase III subunit alpha,0.578,62,2.171938491423741e-62,5.2300278873483685e-59,0.0,1.6890058572888242e-60,4.067126104351489e-57,0.0,essential
557,HNEAP_RS02960,WP_012823474.1,502585695.0,628185,628421,236.0,+,DUF465 domain-containing protein,0.3966,6,0.04087669363130401,98.43107826418004,4.0,0.04902048264918845,118.04132221924579,4.0,nonessential
558,HNEAP_RS02965,WP_012823475.1,502585696.0,628854,629573,719.0,-,hypothetical protein,0.5167,23,4.4329109127574365e-06,0.010674449477919908,8.0,8.48716801936576e-06,0.02043710059063275,8.0,essential
559,HNEAP_RS02970,WP_012823476.1,502585697.0,629551,630921,1370.0,-,sulfite dehydrogenase,0.5208,26,0.06236186128423088,150.16736197242795,43.0,0.003411123208506304,8.21398468608318,34.0,nonessential
560,HNEAP_RS02975,WP_012823477.1,502585698.0,631283,631774,491.0,+,molybdenum cofactor biosynthesis protein MoaE,0.5833,4,0.1794345474446059,432.07839024661104,15.0,0.03374342136098329,81.25415863724776,11.0,nonessential
561,HNEAP_RS02980,WP_081441093.1,1174219912.0,631803,633038,1235.0,+,molybdopterin molybdenumtransferase MoeA,0.585,21,0.9990163765830813,2405.6314348120595,71.0,0.9049015122084778,2179.0028413980144,56.0,nonessential
562,HNEAP_RS02985,WP_041600342.1,753844725.0,633026,633514,488.0,+,cyclic pyranopterin monophosphate synthase MoaC,0.5746,9,0.9649099309365406,2323.5031136951898,27.0,0.745445213757904,1795.0320747290327,21.0,nonessential
563,HNEAP_RS02990,WP_012823480.1,502585701.0,634043,635029,986.0,+,GTP 3' 8-cyclase MoaA,0.5613,17,0.40405190330447854,972.9569831571844,37.0,0.036678198314719405,88.32110154184433,27.0,nonessential
564,HNEAP_RS02995,WP_012823481.1,502585702.0,635192,636610,1418.0,-,protoporphyrinogen oxidase,0.5666,25,2.0404170568980278e-22,4.913324273010451e-19,2.0,1.1151428976769047e-21,2.6852640976059864e-18,2.0,essential
565,HNEAP_RS03000,WP_012823482.1,502585703.0,636735,637685,950.0,+,complex I NDUFA9 subunit family protein,0.5563,21,0.9983573183639933,2404.044422620496,56.0,0.9986366132604197,2404.7169647310907,55.0,nonessential
566,HNEAP_RS03005,WP_012823483.1,502585704.0,637943,638485,542.0,+,membrane protein,0.5138,11,0.42468124896306164,1022.6324475030524,20.0,0.4812803948286517,1158.9231907473934,20.0,nonessential
