,locusId,old_locus_tag,gene,product,protein_id,giNum
885,HNEAP_RS04590,['Hneap_0908'],,['hypothetical protein'],WP_012823787.1,502586015
886,HNEAP_RS04595,['Hneap_0909'],,['oxidoreductase'],WP_012823788.1,502586016
887,HNEAP_RS04600,['Hneap_0910'],,['VWA domain-containing protein'],WP_012823789.1,502586017
888,HNEAP_RS04605,,,['hypothetical protein'],WP_041600361.1,753844744
889,HNEAP_RS04610,['Hneap_0912'],,['ParA family protein'],WP_049772467.1,908628434
890,HNEAP_RS04615,['Hneap_0913'],,['hypothetical protein'],WP_012823792.1,502586020
891,HNEAP_RS04620,['Hneap_0914'],,['major carboxysome shell protein 1B'],WP_012823793.1,502586021
892,HNEAP_RS04625,['Hneap_0915'],,['major carboxysome shell protein 1A'],WP_012823794.1,502586022
893,HNEAP_RS04630,['Hneap_0916'],,['major carboxysome shell protein 1C'],WP_012823795.1,502586023
894,HNEAP_RS04635,['Hneap_0917'],,['carboxysome peptide B'],WP_012823796.1,502586024
895,HNEAP_RS04640,['Hneap_0918'],,['carboxysome peptide A'],WP_012823797.1,502586025
896,HNEAP_RS04645,['Hneap_0919'],,['carboxysome shell carbonic anhydrase'],WP_012823798.1,502586026
897,HNEAP_RS04650,['Hneap_0920'],,['hypothetical protein'],WP_081441107.1,1174219926
898,HNEAP_RS04655,['Hneap_0921'],,['ribulose bisphosphate carboxylase small subunit'],WP_012823800.1,502586028
899,HNEAP_RS04660,['Hneap_0922'],['rbcL'],['ribulose bisphosphate carboxylase large chain'],WP_012823801.1,502586029
900,HNEAP_RS04665,['Hneap_0924'],,['copper-translocating P-type ATPase'],WP_012823802.1,502586030
901,HNEAP_RS04670,['Hneap_0925'],,['DUF302 domain-containing protein'],WP_012823803.1,502586031
902,HNEAP_RS04675,['Hneap_0926'],,['heavy metal transport/detoxification protein'],WP_012823804.1,502586032
903,HNEAP_RS04680,['Hneap_0927'],,['hypothetical protein'],WP_012823805.1,502586033
904,HNEAP_RS04685,,,['NnrS family protein'],WP_012823806.1,502586034
905,HNEAP_RS04690,['Hneap_0929'],,['hemerythrin domain-containing protein'],WP_081441108.1,1174219927
906,HNEAP_RS04695,['Hneap_0930'],,['Rrf2 family transcriptional regulator'],WP_012823808.1,502586036
907,HNEAP_RS04705,,,['hypothetical protein'],WP_041600363.1,753844746
908,HNEAP_RS04710,,,['hypothetical protein'],WP_041600364.1,753844747
909,HNEAP_RS04715,['Hneap_0932'],,['hypothetical protein'],WP_012823810.1,502586038
910,HNEAP_RS04720,['Hneap_0933'],,['hypothetical protein'],WP_041600365.1,753844748
911,HNEAP_RS04725,['Hneap_0934'],,['hypothetical protein'],WP_012823812.1,502586040
912,HNEAP_RS04730,['Hneap_0935'],,['hypothetical protein'],WP_012823813.1,502586041
913,HNEAP_RS04735,['Hneap_0936'],,['hypothetical protein'],WP_012823814.1,502586042
914,HNEAP_RS12495,['Hneap_0937'],,['ATPase-like protein'],WP_012823815.1,502586043
915,HNEAP_RS04745,['Hneap_0939'],,['IS30 family transposase'],WP_012823817.1,502586045
916,HNEAP_RS12205,['Hneap_0941'],,['RHS repeat protein'],WP_081441109.1,1174219928
917,HNEAP_RS04755,['Hneap_0942'],,['hypothetical protein'],WP_012823820.1,502586048
918,HNEAP_RS04760,['Hneap_0944'],,['conjugative relaxase'],WP_012823821.1,502586049
919,HNEAP_RS04765,['Hneap_0947'],,['phosphate acetyltransferase'],WP_049772570.1,908628537
920,HNEAP_RS04770,['Hneap_0948'],,['metallophosphoesterase'],WP_012823825.1,502586053
921,HNEAP_RS04775,,,['IS110 family transposase'],,
922,HNEAP_RS04780,['Hneap_0952'],,['beta-ketoacyl synthase'],WP_012823828.1,502586056
923,HNEAP_RS12500,,,['IS3 family transposase'],,
924,HNEAP_RS04795,['Hneap_0955'],,['TauD/TfdA family dioxygenase'],WP_012823829.1,502586057
925,HNEAP_RS04800,['Hneap_0956'],,['hypothetical protein'],WP_012823830.1,502586058
926,HNEAP_RS04805,['Hneap_0957'],,['phosphopantetheine-binding protein'],WP_012823831.1,502586059
927,HNEAP_RS04810,['Hneap_0958'],,['type I polyketide synthase'],WP_012823832.1,502586061
928,HNEAP_RS04815,['Hneap_0959'],,['AMP-dependent ligase'],WP_012823833.1,502586062
929,HNEAP_RS04820,['Hneap_0960'],,['transcription factor jumonji jmjC domain-containing protein'],WP_012823834.1,502586063
930,HNEAP_RS12505,['Hneap_0961'],,['alpha/beta hydrolase'],WP_012823835.1,502586064
931,HNEAP_RS12215,['Hneap_0962'],,['phosphopantetheinyl transferase component of siderophore synthetase-like protein'],WP_012823836.1,502586065
932,HNEAP_RS04835,['Hneap_0963'],,['LuxR family transcriptional regulator'],WP_012823837.1,502586066
933,HNEAP_RS12510,['Hneap_0964'],,['DUF4902 domain-containing protein'],WP_012823838.1,502586067
934,HNEAP_RS12515,['Hneap_0965'],,['N-acylhomoserine lactone synthase'],WP_012823839.1,502586068
935,HNEAP_RS04850,['Hneap_0967'],,['hypothetical protein'],WP_012823841.1,502586076
936,HNEAP_RS04855,['Hneap_0968'],,['hypothetical protein'],WP_012823842.1,502586077
937,HNEAP_RS04860,['Hneap_0969'],,['site-specific integrase'],WP_012823843.1,502586078
938,HNEAP_RS04865,['Hneap_0970'],,['phosphopyruvate hydratase'],WP_012823844.1,502586079
939,HNEAP_RS04870,['Hneap_0971'],,['plasma-membrane proton-efflux P-type ATPase'],WP_012823845.1,502586080
940,HNEAP_RS04875,['Hneap_0972'],,['polyphosphate kinase 2'],WP_012823846.1,502586081
941,HNEAP_RS04880,,,['hypothetical protein'],WP_049772472.1,908628439
942,HNEAP_RS04885,['Hneap_0975'],,['XRE family transcriptional regulator'],WP_012823847.1,502586082
943,HNEAP_RS04895,['Hneap_0976'],,['hypothetical protein'],WP_012823848.1,502586083
944,HNEAP_RS04900,['Hneap_0977'],,['M48 family peptidase'],WP_012823849.1,502586084
945,HNEAP_RS04905,['Hneap_0978'],,['leucyl aminopeptidase'],WP_012823850.1,502586085
946,HNEAP_RS04910,['Hneap_0979'],,['hypothetical protein'],WP_012823851.1,502586086
947,HNEAP_RS04915,,,['NlpC/P60 family protein'],WP_081441110.1,1174219929
948,HNEAP_RS04920,['Hneap_0981'],,['bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL'],WP_012823853.1,502586088
949,HNEAP_RS04925,['Hneap_0982'],,['ABC transporter ATP-binding protein'],WP_012823854.1,502586089
950,HNEAP_RS04930,['Hneap_0983'],,['beta-ketoacyl-[acyl-carrier-protein] synthase I'],WP_012823855.1,502586090
951,HNEAP_RS04935,['Hneap_0984'],,['bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase'],WP_012823856.1,502586091
952,HNEAP_RS04940,['Hneap_0985'],,['DUF423 domain-containing protein'],WP_012823857.1,502586092
953,HNEAP_RS04945,['Hneap_0986'],,['outer membrane protein assembly factor BamE'],WP_012823858.1,502586093
954,HNEAP_RS04950,['Hneap_0987'],,['ferric iron uptake transcriptional regulator'],WP_012823859.1,502586094
955,HNEAP_RS04955,['Hneap_0988'],,['DUF1134 domain-containing protein'],WP_012823860.1,502586095
956,HNEAP_RS04960,['Hneap_0989'],,['hypothetical protein'],WP_012823861.1,502586096
957,HNEAP_RS04965,['Hneap_0990'],,['dCTP deaminase'],WP_012823862.1,502586097
958,HNEAP_RS04970,['Hneap_0991'],,['HAD-IB family hydrolase'],WP_012823863.1,502586098
959,HNEAP_RS04975,['Hneap_0992'],,['RNA pyrophosphohydrolase'],WP_012823864.1,502586099
960,HNEAP_RS04980,['Hneap_0993'],,['phosphoenolpyruvate-protein phosphotransferase PtsP'],WP_012823865.1,502586100
961,HNEAP_RS05005,['Hneap_0994'],,['tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB'],WP_041600370.1,753844753
962,HNEAP_RS05010,['Hneap_0995'],,['glucose-6-phosphate isomerase'],WP_012823867.1,502586102
963,HNEAP_RS05015,['Hneap_0996'],,['glucose-6-phosphate dehydrogenase'],WP_012823868.1,502586103
964,HNEAP_RS05020,['Hneap_0997'],,['6-phosphogluconate dehydrogenase (decarboxylating)'],WP_012823869.1,502586104
965,HNEAP_RS05025,['Hneap_0998'],,['phosphoenolpyruvate carboxylase'],WP_012823870.1,502586105
966,HNEAP_RS05030,['Hneap_0999'],,['cation transporter'],WP_012823871.1,502586106
967,HNEAP_RS05035,['Hneap_1000'],,['glycerol kinase'],WP_012823872.1,502586107
968,HNEAP_RS05040,['Hneap_1001'],,['ABC transporter ATP-binding protein/permease'],WP_012823873.1,502586108
969,HNEAP_RS05045,['Hneap_1002'],,['hypothetical protein'],WP_012823874.1,502586109
970,HNEAP_RS05050,['Hneap_1003'],,['replicative DNA helicase'],WP_012823875.1,502586110
971,HNEAP_RS05055,['Hneap_1004'],,['alanine racemase'],WP_012823876.1,502586111
972,HNEAP_RS05060,['Hneap_1005'],,['type 1 glutamine amidotransferase'],WP_012823877.1,502586112
973,HNEAP_RS05065,['Hneap_1007'],,['hypothetical protein'],WP_012823879.1,502586114
974,HNEAP_RS05070,['Hneap_1008'],,['hypothetical protein'],WP_012823880.1,502586115
975,HNEAP_RS05075,['Hneap_1009'],,['ribonucleotide-diphosphate reductase subunit beta'],WP_012823881.1,502586116
976,HNEAP_RS05080,['Hneap_1010'],,['ribonucleoside-diphosphate reductase subunit alpha'],WP_012823882.1,502586117
977,HNEAP_RS05085,['Hneap_1011'],,['NAD-dependent epimerase'],WP_012823883.1,502586118
978,HNEAP_RS05090,['Hneap_1012'],,['polyphosphate kinase 2 family protein'],WP_012823884.1,502586119
979,HNEAP_RS05095,['Hneap_1013'],,['metal ABC transporter permease'],WP_012823885.1,502586120
980,HNEAP_RS05100,['Hneap_1014'],,['ABC transporter ATP-binding protein'],WP_012823886.1,502586121
981,HNEAP_RS05105,['Hneap_1015'],,['ABC transporter substrate-binding protein'],WP_012823887.1,502586122
982,HNEAP_RS05110,['Hneap_1016'],,['SMC-Scp complex subunit ScpB'],WP_041600735.1,753845118
983,HNEAP_RS05115,['Hneap_1017'],,['hypothetical protein'],WP_041600371.1,753844754
984,HNEAP_RS05120,['Hneap_1018'],,['4-hydroxybenzoate octaprenyltransferase'],WP_012823890.1,502586125
985,HNEAP_RS05125,['Hneap_1019'],,['AcrB/AcrD/AcrF family protein'],WP_012823891.1,502586126
986,HNEAP_RS05130,['Hneap_1020'],,['efflux RND transporter periplasmic adaptor subunit'],WP_012823892.1,502586127
987,HNEAP_RS05135,,,['TolC family protein'],WP_012823893.1,502586128
988,HNEAP_RS05140,['Hneap_1022'],,['hypothetical protein'],WP_012823894.1,502586129
989,HNEAP_RS05145,['Hneap_1023'],,['hypothetical protein'],WP_012823895.1,502586130
990,HNEAP_RS05150,['Hneap_1024'],,['nitroreductase family protein'],WP_049772473.1,908628440
991,HNEAP_RS05155,['Hneap_1025'],,['pirin family protein'],WP_012823897.1,502586132
992,HNEAP_RS05160,['Hneap_1026'],,['polyisoprenoid-binding protein'],WP_012823898.1,502586134
993,HNEAP_RS05165,['Hneap_1027'],,['LysR family transcriptional regulator'],WP_012823899.1,502586135
994,HNEAP_RS05170,['Hneap_1028'],,['rhodanese-like domain-containing protein'],WP_012823900.1,502586136
995,HNEAP_RS05175,['Hneap_1029'],,['fluoride efflux transporter CrcB'],WP_012823901.1,502586137
996,HNEAP_RS05180,['Hneap_1030'],,['tRNA epoxyqueuosine(34) reductase QueG'],WP_012823902.1,502586138
997,HNEAP_RS05185,['Hneap_1031'],,['hypothetical protein'],WP_012823903.1,502586139
998,HNEAP_RS05190,['Hneap_1032'],,['adenylosuccinate lyase'],WP_012823904.1,502586140
999,HNEAP_RS05195,['Hneap_1033'],,['recombination-associated protein RdgC'],WP_012823905.1,502586141
1000,HNEAP_RS05200,['Hneap_1034'],,['aminopeptidase N'],WP_012823906.1,502586142
1001,HNEAP_RS05205,['Hneap_1035'],,['flagellar motor stator protein MotA'],WP_012823907.1,502586143
1002,HNEAP_RS05210,['Hneap_1036'],,['motility protein MotB'],WP_012823908.1,502586144
1003,HNEAP_RS05215,['Hneap_1037'],,['class I SAM-dependent methyltransferase'],WP_012823909.1,502586145
1004,HNEAP_RS05220,['Hneap_1038'],,['RNA-binding protein'],WP_012823910.1,502586146
1005,HNEAP_RS05225,['Hneap_1039'],,['DUF815 domain-containing protein'],WP_012823911.1,502586147
1006,HNEAP_RS12220,['Hneap_1040'],,['thiol reductase thioredoxin'],WP_012823912.1,502586148
1007,HNEAP_RS05235,['Hneap_1041'],,['glycosyltransferase'],WP_012823913.1,502586149
1008,HNEAP_RS12225,['Hneap_1042'],,['phosphatase PAP2 family protein'],WP_012823914.1,502586150
1009,HNEAP_RS05245,['Hneap_1043'],,['glutamyl-tRNA reductase'],WP_012823915.1,502586151
1010,HNEAP_RS05250,['Hneap_1044'],,['peptide chain release factor 1'],WP_012823916.1,502586152
1011,HNEAP_RS05255,['Hneap_1045'],,['peptide chain release factor N(5)-glutamine methyltransferase'],WP_012823917.1,502586153
1012,HNEAP_RS05260,,,['hypothetical protein'],WP_012823918.1,502586154
1013,HNEAP_RS05265,['Hneap_1047'],,['molybdopterin-synthase adenylyltransferase MoeB'],WP_012823919.1,502586155
1014,HNEAP_RS05270,['Hneap_1048'],,['quinone-dependent dihydroorotate dehydrogenase'],WP_012823920.1,502586156
1015,HNEAP_RS05275,['Hneap_1049'],,['GNAT family N-acetyltransferase'],WP_012823921.1,502586157
1016,HNEAP_RS05280,['Hneap_1050'],,['hypothetical protein'],WP_012823922.1,502586158
1017,HNEAP_RS05285,['Hneap_1051'],,['protease HtpX'],WP_012823923.1,502586159
1018,HNEAP_RS05290,['Hneap_1052'],,['cbb3-type cytochrome oxidase assembly protein CcoS'],WP_012823924.1,502586160
1019,HNEAP_RS05295,['Hneap_1053'],['metG'],['methionine--tRNA ligase'],WP_012823925.1,502586161
1020,HNEAP_RS05300,['Hneap_1054'],,['hypothetical protein'],WP_041600375.1,753844758
1021,HNEAP_RS05305,['Hneap_1055'],,['UDP-N-acetylmuramate dehydrogenase'],WP_012823927.1,502586163
1022,HNEAP_RS05310,['Hneap_1056'],,['peroxiredoxin'],WP_012823928.1,502586164
1023,HNEAP_RS05315,,,['hypothetical protein'],WP_012823929.1,502586165
1024,HNEAP_RS05320,['Hneap_1058'],,['hypothetical protein'],WP_012823930.1,502586166
1025,HNEAP_RS12230,['Hneap_1059'],,['VWA domain-containing protein'],WP_081441180.1,1174219999
1026,HNEAP_RS05330,['Hneap_1060'],,['energy-dependent translational throttle protein EttA'],WP_012823932.1,502586168
1027,HNEAP_RS05335,['Hneap_1061'],,['HDOD domain-containing protein'],WP_041600376.1,753844759
1028,HNEAP_RS05340,['Hneap_1062'],,['hypothetical protein'],WP_012823934.1,502586170
1029,HNEAP_RS05345,['Hneap_1063'],['nudF'],['NUDIX domain-containing protein'],WP_012823935.1,502586171
1030,HNEAP_RS05350,['Hneap_1064'],,['bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase'],WP_012823936.1,502586172
1031,HNEAP_RS05355,['Hneap_1065'],,['hypothetical protein'],WP_012823937.1,502586173
1032,HNEAP_RS05360,['Hneap_1066'],,['YebC/PmpR family DNA-binding regulatory protein'],WP_012823938.1,502586174
1033,HNEAP_RS05365,['Hneap_1067'],,['hypothetical protein'],WP_041600378.1,753844761
1034,HNEAP_RS05370,['Hneap_1068'],,['YcgN family cysteine cluster protein'],WP_012823940.1,502586176
1035,HNEAP_RS05375,,,['tRNA glutamyl-Q(34) synthetase GluQRS'],WP_012823941.1,502586178
1036,HNEAP_RS05380,['Hneap_1070'],,['lytic transglycosylase'],WP_012823942.1,502586179
1037,HNEAP_RS05385,['Hneap_1071'],,['exodeoxyribonuclease I'],WP_012823943.1,502586180
1038,HNEAP_RS12235,['Hneap_1072'],,['CBS domain-containing protein'],WP_012823944.1,502586181
1039,HNEAP_RS05395,['Hneap_1073'],,['DUF1841 domain-containing protein'],WP_012823945.1,502586182
1040,HNEAP_RS05400,['Hneap_1074'],,['endonuclease III'],WP_012823946.1,502586183
1041,HNEAP_RS05405,['Hneap_1075'],,['hypothetical protein'],WP_012823947.1,502586184
1042,HNEAP_RS05410,['Hneap_1076'],,"['cob(I)yrinic acid a,c-diamide adenosyltransferase']",WP_012823948.1,502586185
1043,HNEAP_RS05415,['Hneap_1077'],,['pyridoxal phosphate-dependent aminotransferase'],WP_012823949.1,502586186
1044,HNEAP_RS05420,['Hneap_1078'],,['5-histidylcysteine sulfoxide synthase'],WP_012823950.1,502586187
1045,HNEAP_RS05425,['Hneap_1079'],,['DUF481 domain-containing protein'],WP_012823951.1,502586188
1046,HNEAP_RS05430,['Hneap_1080'],,['1-acyl-sn-glycerol-3-phosphate acyltransferase'],WP_012823952.1,502586189
1047,HNEAP_RS05435,['Hneap_1081'],,['CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase'],WP_012823953.1,502586190
1048,HNEAP_RS05440,['Hneap_1082'],,"['UDP-2,3-diacylglucosamine diphosphatase']",WP_081441181.1,1174220000
1049,HNEAP_RS05445,['Hneap_1083'],,['cyclophilin'],WP_012823955.1,502586192
1050,HNEAP_RS05450,['Hneap_1084'],,['cysteine--tRNA ligase'],WP_012823956.1,502586193
1051,HNEAP_RS05460,['Hneap_1086'],,['phosphoesterase DHHA1'],WP_012823958.1,502586195
1052,HNEAP_RS05465,['Hneap_1087'],,['transcription elongation factor GreB'],WP_012823959.1,502586196
1053,HNEAP_RS05470,['Hneap_1088'],,['lysine decarboxylase'],WP_012823960.1,502586197
1054,HNEAP_RS05475,['Hneap_1089'],,['UDP-glucose 4-epimerase GalE'],WP_012823961.1,502586198
1055,HNEAP_RS05480,['Hneap_1090'],,['sensor domain-containing diguanylate cyclase'],WP_012823962.1,502586199
1056,HNEAP_RS05490,['Hneap_1091'],,['LysR family transcriptional regulator'],WP_012823963.1,502586200
1057,HNEAP_RS05495,['Hneap_1092'],,['VWA domain-containing protein'],WP_012823964.1,502586201
1058,HNEAP_RS12520,['Hneap_1093'],,['hypothetical protein'],WP_012823965.1,502586202
1059,HNEAP_RS05500,['Hneap_1094'],,['CbbQ/NirQ/NorQ/GpvN family protein'],WP_012823966.1,502586203
1060,HNEAP_RS05505,['Hneap_1095'],,['ribulose-bisphosphate carboxylase'],WP_012823967.1,502586204
1061,HNEAP_RS05510,['Hneap_1096'],,['LysR family transcriptional regulator'],WP_012823968.1,502586205
1062,HNEAP_RS05515,['Hneap_1097'],,['dicarboxylate/amino acid:cation symporter'],WP_012823969.1,502586206
1063,HNEAP_RS05520,['Hneap_1099'],,['urea ABC transporter ATP-binding subunit UrtE'],WP_012823971.1,502586208
1064,HNEAP_RS05525,['Hneap_1100'],,['urea ABC transporter ATP-binding protein UrtD'],WP_012823972.1,502586209
1065,HNEAP_RS05530,['Hneap_1101'],,['urea ABC transporter permease subunit UrtC'],WP_012823973.1,502586210
1066,HNEAP_RS05535,['Hneap_1102'],,['urea ABC transporter permease subunit UrtB'],WP_012823974.1,502586211
1067,HNEAP_RS05540,['Hneap_1103'],,['urea ABC transporter substrate-binding protein'],WP_012823975.1,502586212
1068,HNEAP_RS05545,['Hneap_1104'],,['GntR family transcriptional regulator'],WP_012823976.1,502586214
1069,HNEAP_RS05550,['Hneap_1105'],,['urea carboxylase'],WP_012823977.1,502586215
1070,HNEAP_RS05555,['Hneap_1106'],,['allophanate hydrolase'],WP_012823978.1,502586216
1071,HNEAP_RS12240,['Hneap_1107'],,['molybdopterin molybdenumtransferase MoeA'],WP_012823979.1,502586217
1072,HNEAP_RS05565,['Hneap_1108'],,['molybdenum cofactor guanylyltransferase'],WP_012823980.1,502586218
1073,HNEAP_RS05570,['Hneap_1109'],,['uroporphyrinogen III synthase HEM4'],WP_012823981.1,502586219
1074,HNEAP_RS05575,['Hneap_1110'],,['formate/nitrite transporter family protein'],WP_012823982.1,502586220
1075,HNEAP_RS05580,['Hneap_1111'],,['uroporphyrinogen-III C-methyltransferase'],WP_012823983.1,502586221
1076,HNEAP_RS05585,['Hneap_1112'],,['nitrate reductase'],WP_012823984.1,502586222
1077,HNEAP_RS05590,['Hneap_1113'],,['nitrite reductase (NAD(P)H) small subunit'],WP_012823985.1,502586223
1078,HNEAP_RS05595,['Hneap_1114'],,['nitrite reductase large subunit'],WP_012823986.1,502586224
1079,HNEAP_RS05600,['Hneap_1115'],,['nitrate ABC transporter substrate-binding protein'],WP_012823987.1,502586225
1080,HNEAP_RS05605,['Hneap_1116'],,['ABC transporter permease'],WP_012823988.1,502586226
1081,HNEAP_RS05610,['Hneap_1117'],,['ABC transporter ATP-binding protein'],WP_012823989.1,502586227
1082,HNEAP_RS05615,['Hneap_1118'],,['ANTAR domain-containing protein'],WP_012823990.1,502586228
1083,HNEAP_RS05620,['Hneap_1119'],,"['cytochrome-c oxidase, cbb3-type subunit I']",WP_041600768.1,753845151
1084,HNEAP_RS05625,['Hneap_1120'],,['DNA helicase II'],WP_012823992.1,502586230
1085,HNEAP_RS05630,['Hneap_1121'],,['metal-dependent transcriptional regulator'],WP_012823993.1,502586231
1086,HNEAP_RS05635,['Hneap_1122'],,['gamma carbonic anhydrase family protein'],WP_012823994.1,502586232
1087,HNEAP_RS05640,['Hneap_1123'],,['cytochrome C prime'],WP_012823995.1,502586233
1088,HNEAP_RS05645,['Hneap_1124'],,['methyl-accepting chemotaxis protein'],WP_012823996.1,502586234
1089,HNEAP_RS05650,['Hneap_1125'],,['Na+/H+ antiporter subunit G'],WP_012823997.1,502586235
1090,HNEAP_RS05655,['Hneap_1126'],,['K+/H+ antiporter subunit F'],WP_012823998.1,502586236
1091,HNEAP_RS05660,['Hneap_1127'],,['Na+/H+ antiporter subunit E'],WP_012823999.1,502586237
1092,HNEAP_RS05665,['Hneap_1128'],,['monovalent cation/H+ antiporter subunit D'],WP_012824000.1,502586238
1093,HNEAP_RS05670,['Hneap_1129'],,['Na+/H+ antiporter subunit C'],WP_012824001.1,502586239
1094,HNEAP_RS05675,['Hneap_1130'],,['monovalent cation/H+ antiporter subunit A'],WP_012824002.1,502586240
1095,HNEAP_RS05680,['Hneap_1131'],,['polynucleotide adenylyltransferase PcnB'],WP_081441111.1,1174219930
1096,HNEAP_RS05685,['Hneap_1132'],,['2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase'],WP_012824004.1,502586242
